URL,Post ID,Title,Price,Description,Days Posted,Date,Location,State,Keyword
https://austin.craigslist.org/reb/7573383061.html,7573383061,Investment Opportunities - Austin/Surrounding Area (Austin),N/A,"URRENT INVENTORY - Major Discount  Austin 78723 | 3-2 | $310,000 78724 | 3-1 | $329,000 78703 | 3-1 | $210,000 (Down Town Condo!)  Killeen 76541 | 2-1 | $79,999  Bastrop 78602 | 3-2 | $85,000  Nolanville 78602 | 3-2 | $122,000  Marble Falls 78654 | 2-1 | $105,000  Bryan/College Station 77803 | 3-2 | $135,000 77803 | 3-1 | $175,000  Call or text me for more details   Sean Kantor Disposition Agent show contact info  License #794264 | Brokerage # 9003665 https://www.newwestern.com/agent/sean-kantor/  I get 30-50 properties each month, majority off-market. Call me to join my vetted investor community for access to ALL of my deals on a weekly basis (includes project analysis packets, comps, tax records, ect.)   Investor, builders, flip, repairs, equity, profit, rental, buy and hold, buy and flip, investors, real estate, multi-family, single family, fix and flip, investors, deal, off-market, real estate investment, investing, quick cash, fixer upper, cheap properties, assets, affordable, house flipping, low value properties, buy and sell, potential rental, low price, money, venture, revamp, fast cash, wealth building, capital, potential, fix and flip, make money, land, builder, bargain, Texas, real estate, Austin, opportunity, Killeen flips, flip",a day ago,N/A,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://killeen.craigslist.org/reb/7573388342.html,7573388342,Your Next Killeen Flip (Killeen),N/A,"Amazing opportunity to invest in this in the well established area in Killeen of 76541. This home would be a great flip or rental.   Specifications: Bed: 2 Baths: 1 Year Build: 1954 Purchase Price: $79,999 Cash or hard money only!  Sean Kantor Disposition Agent show contact info  License #794264 | Brokerage # 9003665 www.newwestern.com/agent/sean-kantor/  New Western 2201 Donley Drive, Suite 150 Austin, TX 78758  I get 40-50 properties each month, majority off-market. Check out my website to join me and my vetted investors for access to ALL of my deals on a weekly basis (includes project analysis packets, comps, tax records, etc) www.newwestern.com/agent/sean-kantor/  Keywords: fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, rental, buy and hold, buy and flip, investor, real estate, multi-family, single family, fix and flip, investors, deal, off-market, Real estate, investing, quick cash, Fixer upper, cheap properties, assets, affordable, house flipping, low value properties, buy and hold, buy and sell, potential rental, low priced, money, venture, revamp, fast cash, wealth building, capital, potential, fix and flip, make money",a day ago,N/A,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://collegestation.craigslist.org/reb/7573319952.html,7573319952,"175k 3bed 1bath Bryan TX!!! (Bryan, TX)","$175,000","***NEW DEAL ALERT***  **Minutes away from Downtown Bryan and Blinn College**  Great Investment property just minutes away from Blinn College and Downtown Bryan. This property comes with a newer roof, updated electrical system, plumbing, and newer energy efficient HVAC with Nest thermostat that conveys. Kitchen includes gas range and an 8x10 shed in the backyard. Call me if interested!!  Specifications: Bed: 3 Baths: 1 Year build: 1958 Sq Ft: 1316 (according to tax roll) Lot Size: 5998sqft (according to tax roll)   Numbers: Purchase Price: $175k  Caroline Comeaux  show contact info  James Austin-New Western Acquisitions  Keywords: fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs,  profit, rental, buyandhold, buyandflip, investor, realestate, multi-family, singlefamily, fixandflip, investors, deal, off-market, Real estate, investing, quick cash, Fixer upper, cheap properties, assets, affordable, house flipping, low value properties, buy and hold, buy and sell, potential rental, low priced, money, venture, revamp, fast cash, wealth building, capital, potential, fix and flip, make money",2,2022-12-30 20:16:43.360257,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://waco.craigslist.org/reo/7563559640.html,7563559640,"BUSINESS OPPORTUNITY 13,810 SQ. FT. BUILDING FOR SALE OR LEASE (San Saba, TX)","$300,000","608 S. Edgewood  San Saba  TX $300,000 OR Consider Long Term Profit sharing Lease (Lessee to Propose)  Spacious Building Great Potential to Be Converted into Any Number of Businesses    PROPERTY TAXES:      LOT SIZE:     1.937 Acres  FLOOR SPACE:     According to the San Saba CAD the building is 13,810 sq. ft. There is also a separate covered porch area with approximately 900 sq. ft.  DESCRIPTION:     This spacious building was once a nursing home and served the San Saba area for many years.  It has been out of use for several years and needs an owner with a vision to re-purpose the building and land area.  The building is in a “T” shape with long corridors and rooms on both sides of the corridors.  Since it was a nursing home, there are many rooms; approximately 40 residence rooms, a kitchen, dining area, bathrooms, storage closets, office & common areas.  The front wing of the building is the oldest and original portion.  It has a pier & beam foundation and the exterior is beautiful cut sandstone.  The back two wings are newer and on a concrete slab foundation with brick exteriors.  The area around the building includes a large paved parking area and a large grassy area for outdoor entertainment and enjoyment or expansion.  The property is currently zoned for commercial use, but if it needs to be re-zoned for other uses, the city of San Saba has expressed its willingness to work with new owners to put it back into use or even change the use.   Property has lots of potential to be converted into any number of businesses, storage units, apartments, condo complex, Up to 6 lots for small homes, RV parking, etc. or even a home like no one else has.",about a month ago,N/A,608 S. Edgewood,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/dal/reb/7563094412.html,7563094412,FOR SALE: 3370 Arnold Hills Rd! (Kemp),"$1,199,000","Gorgeous 17.29 acres of land with a view of Cedar Creek Lake! Property features lots of trees and a huge spring fed pond stocked with fish. The perfect spot for building whatever you want including a development, storage units, RV Park, tiny home community, apartment complex, etc. Come take a look today!",about a month ago,N/A,3370 Arnold Hills Rd,https://geo.craigslist.org/iso/us/tx,Apartment building
https://austin.craigslist.org/reo/7562816257.html,7562816257,"BUSINESS OPPORTUNITY 13,810 SQ. FT. BUILDING FOR SALE OR LEASE (San Saba Tx)","$300,000","608 S. Edgewood  San Saba  TX $300,000 OR Consider Long Term Profit sharing Lease (Lessee to Propose)  Spacious Building Great Potential to Be Converted into Any Number of Businesses     LOT SIZE:     1.937 Acres  FLOOR SPACE:     According to the San Saba CAD the building is 13,810 sq. ft. There is also a separate covered porch area with approximately 900 sq. ft.  DESCRIPTION:     This spacious building was once a nursing home and served the San Saba area for many years.  It has been out of use for several years and needs an owner with a vision to re-purpose the building and land area.  The building is in a “T” shape with long corridors and rooms on both sides of the corridors.  Since it was a nursing home, there are many rooms; approximately 40 residence rooms, a kitchen, dining area, bathrooms, storage closets, office & common areas.  The front wing of the building is the oldest and original portion.  It has a pier & beam foundation and the exterior is beautiful cut sandstone.  The back two wings are newer and on a concrete slab foundation with brick exteriors.  The area around the building includes a large paved parking area and a large grassy area for outdoor entertainment and enjoyment or expansion.  The property is currently zoned for commercial use, but if it needs to be re-zoned for other uses, the city of San Saba has expressed its willingness to work with new owners to put it back into use or even change the use.   Property has lots of potential to be converted into any number of businesses, storage units, apartments, condo complex,",about a month ago,N/A,608 S. Edgewood,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/ftw/reo/7570746152.html,7570746152,"4524 Walthall St. Haltom City, TX // $170,000 (Haltom City, TX)","$170,000","w siding, new electrical, has been cleaned out, come take a look ! NO WHOLESALERS ! okay...wholesalers but will not take less than asking !   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",11,2022-12-21 20:17:58.829721,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/ftw/reb/7566559182.html,7566559182,"Granbury // Property for sale (Granbury, TX`)","$99,000","4 bed 1.5 bath  1980 Build  *needs work, but cheap*  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date (close date is non-negotiable)   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, Granbury, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",23,2022-12-09 20:18:02.082968,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/sdf/reb/7566558684.html,7566558684,"Granbury Mobile + BIG LOT (for sale must call or text) (Granbury, TX)","$38,999","4 bed 3 bath mobile home on double lot by Indian Harbor   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date (close date is non-negotiable)    **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, Granbury, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",23,2022-12-09 20:18:04.964980,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/sdf/reb/7566560455.html,7566560455,** CHEAP RENTAL AVAILABLE ** (Fort Worth),$1,"3 bed 1 bath at ~1400 sqft in Godley, TX   CALL   CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",23,2022-12-09 20:18:10.092974,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/ftw/reb/7570744093.html,7570744093,"FIXER UPPER for sale in Fort Worth, TX (Fort Worth, TX (South Hills Addition))","$149,999","3 bed 1 bath in Fort Worth 76133  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**    Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",11,2022-12-21 20:18:14.585701,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/ftw/reb/7570743150.html,7570743150,"Property 2 miles from TCU // FOR SALE (TCU, Fort Worth)","$199,000","3 bed 1 bath in Fort Worth (2 mile from TCU)   CALL or TEXT 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll - PRICE - Est. ARV - Est. REPAIRS - Est. RENTS - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**  ***CALL FOR ACCESS***     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate do NOT contact me with unsolicited services or offers, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Tarrant.",11,2022-12-21 20:18:23.766981,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/mdf/reb/7570742498.html,7570742498,"$$$ FIXER UPPER for sale in HALTOM CITY $$$ (Haltom City, TX)","$170,000","3 bed 1 bath + garage conversion  LOCATED: HALTOM CITY, TX 76108  CALL or TEXT only 2.1.4 - 4.7.1 - 2.9.2.6 for:  - Additional Info - Comps - Photos - Access - Tax Roll Info - Purchase Price - Est. Repairs - Est. Value After Repairs - Est. Rents - Close Date   **AS-IS CASH TRANSACTION // MUST CLOSE CASH or HARD MONEY**     Keywords: PROPERTY FOR SALE, fixer-upper, wholesale, investment, cheap, bargain, investor, flip, repairs, equity, profit, buy and hold, buy and flip, rental, multi-family, single family, fix and flip, investors, deal, HGTV, off-market, quick cash, Fixer upper, Real Estate, cheap properties, assets, affordable, house flipping, low value properties, potential rental, buy and sell, low priced, money, venture, revamp, fast cash, wealth building, BRRRR, Chip & Joanna, capital, potential, make money, needs work, Fort Worth, cheap apartment, cheap house, living, easy, wholesale, investment, investor, Cleburne, Azle, Dallas, Fort Worth, Burleson, Mansfield, Joshua County, North Richland Hills, Coleman, Killeen, Austin, Brownwood, Land, Lots, Hillsboro, LAND, Cheap, Rental, Fix N Flip, Chip & Joanna, Wedgewood, Benbrook, Watagua, Saginaw, Grapevine, RENTAL/FLIPS, real estate, PROPERTIES FOR SALE in WACO, GROESBECK, MORGAN, WHITNEY, HILLSBORO, Dallas, Tarrant, Collin, Granbury, Stephenville, Dublin, Corsicana, Duncanville, Crowley, Waxahachie, Midlothian, RENTAL, FLIPS, Lubbock, Odessa, Midland, El Paso, DUPLEX",11,2022-12-21 20:18:27.109893,N/A,https://geo.craigslist.org/iso/us/tx,Apartment building
https://dallas.craigslist.org/dal/reo/7569519299.html,7569519299,"5 bed, 3 bath (Rockwall)","$469,000","5 bed, 3 bath, 3000 square feet, newly remodeled. ROCKWALL schools.  Office, gameroom, corner lot, storage building, etc  Price 469,000.00",15,2022-12-17 20:18:31.854363,3046 dusty ridge,https://geo.craigslist.org/iso/us/tx,Apartment building
